,0
"('SRI DAMODARAM SANJEEVAIAH', 2026)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2027)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2028)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2029)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2030)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2031)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2032)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2033)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2034)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2035)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2036)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2037)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2038)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2039)",-130.87866666666665
"('SRI DAMODARAM SANJEEVAIAH', 2040)",-0.16
"('METTUR', 2021)",978.6331850537144
"('METTUR', 2022)",287.7316426628572
"('METTUR', 2023)",978.6331850537144
"('METTUR', 2024)",978.6331850537144
"('METTUR', 2025)",978.6331850537144
"('METTUR', 2026)",978.6331850537144
"('METTUR', 2027)",978.6331850537144
"('METTUR', 2028)",978.6331850537144
"('METTUR', 2029)",287.7316426628572
"('METTUR', 2030)",287.7316426628572
"('METTUR', 2031)",287.7316426628572
"('METTUR', 2032)",287.7316426628572
"('METTUR', 2033)",287.7316426628572
"('METTUR', 2034)",287.7316426628572
"('METTUR', 2035)",978.6331850537144
"('METTUR', 2036)",287.7316426628572
"('METTUR', 2037)",978.6331850537144
"('METTUR', 2038)",978.6331850537144
"('METTUR', 2039)",978.6331850537144
"('METTUR', 2040)",978.6331850537144
"('VADINAR POWER', 2021)",298.79389400450924
"('VADINAR POWER', 2022)",298.79389400450924
"('VADINAR POWER', 2023)",298.79389400450924
"('VADINAR POWER', 2024)",298.79389400450924
"('VADINAR POWER', 2025)",298.79389400450924
"('VADINAR POWER', 2026)",298.79389400450924
"('VADINAR POWER', 2027)",298.79389400450924
"('VADINAR POWER', 2028)",298.79389400450924
"('VADINAR POWER', 2029)",298.79389400450924
"('VADINAR POWER', 2030)",298.79389400450924
"('VADINAR POWER', 2031)",298.79389400450924
"('VADINAR POWER', 2032)",298.79389400450924
"('VADINAR POWER', 2033)",54.099597741080565
"('VADINAR POWER', 2034)",54.099597741080565
"('VADINAR POWER', 2035)",298.79389400450924
"('VADINAR POWER', 2036)",54.099597741080565
"('VADINAR POWER', 2037)",54.099597741080565
"('VADINAR POWER', 2038)",346.5992530398573
"('VADINAR POWER', 2039)",346.5992530398573
"('VADINAR POWER', 2040)",346.5992530398573
"('GUMMIDIPOONDI CAUVERY', 2021)",6.669134056920002
"('GUMMIDIPOONDI CAUVERY', 2022)",6.669134056920002
"('GUMMIDIPOONDI CAUVERY', 2023)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2024)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2025)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2026)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2027)",-5.9254253095800005
